id,timestamp,total_amount,uuid,payment_method,customer_name,notes,cashier
2661,2023-03-16T10:07:27.171307,67007.04,0a83c537-e9a0-442d-9f85-ec27d2b71fd2,Cash,Counter Customer,,Manager Admin
2662,2023-03-16T11:59:56.171307,25673.42,6ffb0db4-108c-4e39-851b-c8ca2c8ec136,UPI,Counter Customer,,Manager Admin
2663,2023-03-16T09:26:13.171307,950.08,c6c1fe77-980a-4af3-9457-c39a15346411,UPI,Counter Customer,,Manager Admin
2664,2023-03-16T14:32:25.171307,429.74,f12db9c2-c488-4e85-b986-df1c863833ef,UPI,Counter Customer,,Manager Admin
2665,2023-03-17T10:16:29.171307,128921.14,2f1f0522-c818-4d21-b58d-301a1cfc1bcc,Cash,Walk-in Guest 97,,Manager Admin
2666,2023-03-17T21:17:17.171307,247.24,44d149d9-d2f5-4117-9a9f-3c34e219e0dc,UPI,Counter Customer,,Manager Admin
2667,2023-03-17T14:41:22.171307,1326.44,f9bfb634-edd9-4f42-b977-794739f17ea1,Card,Counter Customer,,Manager Admin
2668,2023-03-17T21:22:50.171307,84860.72,0fa601da-4730-4b55-b70a-e6f34f72644e,Cash,Walk-in Guest 52,,Manager Admin
2669,2023-03-17T16:59:50.171307,673.4,9c996965-10e5-447f-9e70-526b5e89d4d2,UPI,Counter Customer,,Manager Admin
2670,2023-03-17T15:44:43.171307,243.69,5e59556d-05e7-4a53-a2ef-85a015b6caf9,UPI,Counter Customer,,Manager Admin
2671,2023-03-17T19:47:05.171307,52999.31,509af69d-e3e6-4ea8-aa67-137948c45dd3,UPI,Walk-in Guest 27,,Manager Admin
2672,2023-03-17T16:16:44.171307,1117.12,7b7aa213-9d12-4f7e-ae56-8eff8d266e57,Cash,Counter Customer,,Manager Admin
2673,2023-03-17T09:42:44.171307,74.73,53ce5fcf-fd18-45ff-a73f-4897d0b0e2bd,UPI,Counter Customer,,Manager Admin
2674,2023-03-17T16:10:06.171307,3678.27,f6d40668-4435-4ef7-8ddd-2d8e60771248,Cash,Walk-in Guest 90,,Manager Admin
2675,2023-03-17T20:02:58.171307,83700.82,f86de490-7d05-4883-ae67-911b644cefe8,UPI,Counter Customer,,Manager Admin
2676,2023-03-17T17:14:46.171307,83612.4,be469583-7f24-4b75-b3cf-fec166da0ea8,Cash,Counter Customer,,Manager Admin
2677,2023-03-17T18:19:44.171307,49519.38,576ab446-146c-48d3-935b-894dbb4253cc,UPI,Counter Customer,,Manager Admin
2678,2023-03-18T20:41:52.171307,3189.6,6619d273-c070-4a27-ac85-82b1780c9809,Cash,Walk-in Guest 51,,Manager Admin
2679,2023-03-18T18:48:53.171307,1590.21,4c38c61d-2969-479f-a8e3-eb72772fc72a,UPI,Counter Customer,,Manager Admin
2680,2023-03-18T13:11:34.171307,468.12,efd796ca-9061-4cd6-b291-62359fc0734e,UPI,Walk-in Guest 21,,Manager Admin
2681,2023-03-18T11:06:14.171307,320.81,6429622f-0374-4c9a-bc74-6f1dd7d246b9,Cash,Counter Customer,Standard counter checkout,Manager Admin
2682,2023-03-18T11:39:47.171307,29284.06,010ef2a4-87ed-4c15-824e-ba3fb6235958,Cash,Walk-in Guest 50,,Manager Admin
2683,2023-03-18T13:56:55.171307,1849.05,5252073a-9505-49d5-b667-da85c14f5032,Cash,Walk-in Guest 45,,Manager Admin
2684,2023-03-18T17:06:08.171307,910.7,7b74245f-e551-41f1-b062-0d957070b7c0,Cash,Walk-in Guest 66,,Manager Admin
2685,2023-03-18T14:49:11.171307,3946.55,701c6f7e-90e0-498e-aa99-5826d0be5e75,Cash,Counter Customer,,Manager Admin
2686,2023-03-18T10:27:52.171307,351.57,377503c6-dffb-489f-ad57-0320a7eec976,Cash,Counter Customer,,Manager Admin
2687,2023-03-18T17:38:10.171307,37343.34,f3852b4f-56ae-40e7-892d-7d1486dadd01,UPI,Walk-in Guest 80,,Manager Admin
2688,2023-03-18T12:54:03.171307,39732.62,b54f5e97-0f9c-484b-9ced-6e9390fb7bff,Cash,Counter Customer,,Manager Admin
2689,2023-03-18T21:13:26.171307,92020.64,213ad7ca-ae5d-440e-9adf-16ada3b7b3a3,Cash,Counter Customer,,Manager Admin
2690,2023-03-18T19:09:18.171307,44351.73,d62817bd-021c-4e7d-92ae-a79ddbbf1564,Cash,Walk-in Guest 36,,Manager Admin
2691,2023-03-18T09:48:49.171307,68484.58,e4f2c1b1-c780-4044-990c-4c1370b381b7,Cash,Counter Customer,,Manager Admin
2692,2023-03-19T15:22:54.171307,693.69,4b37b1b1-5a89-476a-8b8c-b874663a2c01,UPI,Walk-in Guest 73,,Manager Admin
2693,2023-03-19T11:21:17.171307,52171.05,207d099b-39b8-48a7-a651-6b0c4194ed9a,Cash,Walk-in Guest 48,,Manager Admin
2694,2023-03-19T12:48:13.171307,1952.06,1069770f-c19d-4ead-a8f3-cd2141590a06,Cash,Walk-in Guest 87,,Manager Admin
2695,2023-03-19T17:02:06.171307,1926.48,170acf72-cc9e-4515-8e70-2822fa31e046,Cash,Counter Customer,,Manager Admin
2696,2023-03-19T14:17:27.171307,30978.96,99b759e9-2d48-4445-9429-5935f49f9581,Cash,Walk-in Guest 15,Standard counter checkout,Manager Admin
2697,2023-03-19T12:51:52.171307,4300.31,8b44e062-7cb9-4309-b210-78b7cdb0cf86,Card,Counter Customer,,Manager Admin
2698,2023-03-19T13:35:46.171307,78352.66,1c2cb134-1c6f-48d2-a7e1-98244ec249f3,Cash,Counter Customer,,Manager Admin
2699,2023-03-19T14:45:03.171307,2509.25,161389ab-f146-4308-a952-aee148649580,Cash,Walk-in Guest 63,,Manager Admin
2700,2023-03-19T12:06:01.171307,30118.14,d00e85ae-9c86-4de2-bc30-3fa0403dce4d,UPI,Counter Customer,,Manager Admin
2701,2023-03-19T11:16:47.171307,23033.74,3952a45c-0ebc-497d-88e5-60db2b16a003,Cash,Counter Customer,Standard counter checkout,Manager Admin
2702,2023-03-19T14:08:34.171307,1988.87,6a15e680-0f87-447a-8c1a-145adb6b69c1,Cash,Counter Customer,,Manager Admin
2703,2023-03-19T21:13:09.171307,314.78,0053387e-45e5-4531-80d8-27d17442adfc,Cash,Counter Customer,,Manager Admin
2704,2023-03-19T11:57:40.171307,10267.95,e08438eb-82e9-4f9a-a806-4260dee316d1,Cash,Counter Customer,,Manager Admin
2705,2023-03-19T18:23:47.171307,959.96,4b621d62-e795-4d4a-a28f-b64fb37844b3,Cash,Counter Customer,,Manager Admin
2706,2023-03-19T15:56:13.171307,1792.07,31353f22-6fb1-42cf-a1ae-3a7d3bbe48a2,UPI,Counter Customer,,Manager Admin
2707,2023-03-19T21:42:59.171307,3852.96,61f3c728-d4e4-4bf4-934f-8595fafde9c7,Card,Counter Customer,,Manager Admin
2708,2023-03-20T18:50:41.171307,30041.96,8d6df3e5-8053-44a9-80a6-ccb76f3a75f4,Cash,Counter Customer,,Manager Admin
2709,2023-03-20T13:50:10.171307,1135.36,9002eb7a-04d6-4fbd-bcba-31d320218811,UPI,Counter Customer,,Manager Admin
2710,2023-03-20T21:21:22.171307,1643.92,fdd3b6de-1753-4f43-99eb-ee5624994ad5,Cash,Counter Customer,,Manager Admin
2711,2023-03-20T09:52:59.171307,737.84,9bd497c9-016d-414c-835f-db0ff3d9b4ac,Card,Counter Customer,,Manager Admin
2712,2023-03-20T19:39:09.171307,25184.45,708fbfdc-81b3-4dd5-a2bb-1baa97494e54,UPI,Counter Customer,,Manager Admin
2713,2023-03-20T19:14:02.171307,43807.7,a649370d-f18d-4cd1-b657-17f1915986ce,UPI,Counter Customer,,Manager Admin
2714,2023-03-20T20:41:49.171307,3349.32,1996dc84-384d-45a5-8634-b544af2082da,Cash,Walk-in Guest 47,,Manager Admin
2715,2023-03-20T19:32:41.171307,1369.72,0812a630-81b9-4712-aefa-27759c22cf34,Cash,Walk-in Guest 21,,Manager Admin
2716,2023-03-20T15:18:34.171307,771.39,1a2286c6-77dc-475b-9970-e30b5ef3701c,UPI,Walk-in Guest 47,,Manager Admin
2717,2023-03-20T10:36:29.171307,191.99,cad3a52c-ec41-4da5-b521-51bc56400f76,UPI,Walk-in Guest 95,,Manager Admin
2718,2023-03-21T10:42:13.171307,1182.85,6cfcfbdc-daf6-482c-99da-c9302b4d4db7,Cash,Counter Customer,,Manager Admin
2719,2023-03-21T11:50:34.171307,368.92,83dfec26-c31c-4568-9064-c1cff85ce42d,Card,Counter Customer,,Manager Admin
2720,2023-03-21T12:01:06.171307,23119.87,1907ba6c-13d0-4587-9b52-e8584fc270aa,UPI,Walk-in Guest 43,Standard counter checkout,Manager Admin
2721,2023-03-21T19:51:54.171307,15504.88,22c4678c-0577-4e89-98b3-e09bfd4f9482,UPI,Counter Customer,,Manager Admin
2722,2023-03-21T14:45:28.171307,86149.36,b0899bf2-7dcf-4c46-b467-aa76776ec7dd,Cash,Counter Customer,,Manager Admin
2723,2023-03-21T17:53:10.171307,2388.8,06b9a47a-eb95-4467-a8eb-13c56c1fbcd0,Cash,Walk-in Guest 68,,Manager Admin
2724,2023-03-21T20:29:14.171307,31589.4,59217259-5727-40df-9727-87761aaa6a27,UPI,Counter Customer,,Manager Admin
2725,2023-03-21T13:55:46.171307,1028.69,ec570c77-05b6-4c7b-89ef-1dbbec005957,Cash,Counter Customer,,Manager Admin
2726,2023-03-21T17:02:37.171307,958.82,947a393d-bc6a-4e0c-8a25-9b17ac5773f9,UPI,Walk-in Guest 38,,Manager Admin
2727,2023-03-21T10:33:53.171307,706.08,3613ccba-575e-4be5-8d89-29e6ac184f0d,UPI,Counter Customer,,Manager Admin
2728,2023-03-21T21:08:14.171307,3596.76,3b00fbf6-f056-40be-95d1-f7a3c1354475,Cash,Counter Customer,,Manager Admin
2729,2023-03-21T13:39:28.171307,481.46,df1e1bf6-1f91-424c-bef1-aaa2d6ab0957,Card,Walk-in Guest 89,,Manager Admin
2730,2023-03-22T16:48:24.171307,25340.82,0839f566-e608-4387-973d-7b06993fee2c,Cash,Counter Customer,,Manager Admin
2731,2023-03-22T21:28:06.171307,995.37,19f7c7ac-53ca-44e6-bcf9-f96d430f09f4,Cash,Counter Customer,,Manager Admin
2732,2023-03-22T19:13:29.171307,43425.58,52d2a5fb-9a9c-49bc-8735-f68e30f8ddb6,UPI,Counter Customer,,Manager Admin
2733,2023-03-22T10:03:05.171307,903.04,31f781d5-a9ea-47ec-803e-665ab6794a12,Card,Counter Customer,,Manager Admin
2734,2023-03-22T09:30:00.171307,1575.79,d7e37558-ead7-4b9e-9829-f19b984fb16e,Cash,Counter Customer,,Manager Admin
2735,2023-03-22T17:16:44.171307,1167.86,5274981b-5715-481e-bf30-c8a532a97de8,Cash,Counter Customer,,Manager Admin
2736,2023-03-22T10:26:45.171307,35085.25,d51afc4e-ec3e-4bbc-9d8d-c1e8c6ccb0ea,Cash,Walk-in Guest 97,,Manager Admin
2737,2023-03-22T15:02:19.171307,68552.3,073c731a-c2c9-4006-babe-ef1da0699382,UPI,Walk-in Guest 62,,Manager Admin
2738,2023-03-22T15:13:45.171307,2956.07,814f296b-b171-4599-995c-ea2126c39c73,Cash,Walk-in Guest 16,,Manager Admin
2739,2023-03-22T12:42:40.171307,1911.52,24580cb4-2013-40f1-a10c-ec2a1f820f72,UPI,Counter Customer,,Manager Admin
2740,2023-03-22T10:53:11.171307,1850.94,728a5373-2bfd-4d66-aec1-e878a6027ce6,UPI,Walk-in Guest 71,,Manager Admin
2741,2023-03-23T20:09:49.171307,862.86,8e6190db-e141-49b8-9ccf-dc45f66e951b,UPI,Walk-in Guest 87,,Manager Admin
2742,2023-03-23T16:40:05.171307,16435.57,23ce3542-be61-4171-b7ca-2ba771def262,Card,Counter Customer,,Manager Admin
2743,2023-03-23T09:00:57.171307,1556.66,d00c70cf-0c28-40d6-8482-5581990217fd,UPI,Counter Customer,Standard counter checkout,Manager Admin
2744,2023-03-23T16:14:11.171307,1695.98,c8bf9880-0d01-411c-af13-1631ffdd3fb4,Cash,Walk-in Guest 23,,Manager Admin
2745,2023-03-23T21:46:40.171307,31142.95,19bb352e-eea4-4267-859e-6b7c7b5299c9,Card,Walk-in Guest 27,Standard counter checkout,Manager Admin
2746,2023-03-23T17:09:14.171307,408.26,d9148683-4013-4f4b-b2dd-573e5b1c4231,Cash,Counter Customer,,Manager Admin
2747,2023-03-23T10:35:16.171307,730.96,ad9128d2-dfb0-42a9-b6ce-81d66f86a401,UPI,Counter Customer,Standard counter checkout,Manager Admin
2748,2023-03-23T10:28:13.171307,1645.49,55dca5fe-9369-42ad-a57e-1a5f03a8209c,Cash,Counter Customer,,Manager Admin
2749,2023-03-24T19:08:10.171307,4014.64,4338eaf6-0dd3-4d05-9bd5-6a9102abb5d4,Cash,Walk-in Guest 74,,Manager Admin
2750,2023-03-24T09:03:42.171307,19788.41,16a50d89-df4e-4d04-b647-e221d80ab350,UPI,Counter Customer,,Manager Admin
2751,2023-03-24T10:17:30.171307,2701.97,d06d4edd-aa73-4ada-b0f5-be85d0045d76,UPI,Counter Customer,,Manager Admin
2752,2023-03-24T19:16:21.171307,778.93,94cd914b-496d-40f3-bd81-218d73e500cb,Cash,Walk-in Guest 38,,Manager Admin
2753,2023-03-24T16:58:37.171307,17964.8,313dec21-4120-4be6-a4d2-137c7953939e,UPI,Counter Customer,,Manager Admin
2754,2023-03-24T14:27:53.171307,882.53,bd7d88e2-9379-4537-af0a-3d4f5d251900,UPI,Counter Customer,,Manager Admin
2755,2023-03-24T11:22:45.171307,773.52,96af876c-69f0-4af4-b51c-9a2d82b7e878,Card,Counter Customer,,Manager Admin
2756,2023-03-24T21:13:18.171307,20268.26,9a2d9dcc-dc3f-4e6f-8b72-cf87b8af30cc,UPI,Counter Customer,,Manager Admin
2757,2023-03-24T18:47:16.171307,42819.64,a0603fcc-0e2a-45fc-841c-bee7f493e15e,Cash,Counter Customer,,Manager Admin
2758,2023-03-25T10:56:37.171307,399.05,9ea68f6f-aa09-4cd1-a989-782fcbaeee52,UPI,Counter Customer,,Manager Admin
2759,2023-03-25T14:38:15.171307,199.5,0baa269e-1af3-42c8-b8d8-54be04d0cecb,Cash,Counter Customer,,Manager Admin
2760,2023-03-25T16:26:12.171307,542.85,02c5f132-7922-410c-ad2c-3a47ab03e7cd,UPI,Counter Customer,Standard counter checkout,Manager Admin
2761,2023-03-25T12:39:09.171307,19336.4,b9d367e5-33a2-452e-80a1-f7412c569539,Card,Walk-in Guest 71,,Manager Admin
2762,2023-03-25T14:56:39.171307,56278.62,8cef5a17-4573-4005-b9b8-4d4b889fb716,Cash,Counter Customer,,Manager Admin
2763,2023-03-25T10:27:38.171307,367.16,9ff367f5-34f8-4c05-9827-9d6f3075de3d,Cash,Counter Customer,,Manager Admin
2764,2023-03-25T10:59:07.171307,1385.52,98b9b9a5-48ba-4514-ba04-ef84036dd6c3,Cash,Walk-in Guest 47,,Manager Admin
2765,2023-03-25T18:42:29.171307,2707.75,a1bba0a4-5cec-426c-b109-6a2bd79e7e3c,UPI,Counter Customer,,Manager Admin
2766,2023-03-25T18:36:53.171307,745.33,94de6bd0-9923-4b5a-ba19-5b02b14fd8d6,UPI,Counter Customer,Standard counter checkout,Manager Admin
2767,2023-03-25T11:53:48.171307,727.72,e6b1f6bc-52be-42c9-adde-00639f527c26,Card,Walk-in Guest 10,,Manager Admin
2768,2023-03-25T09:50:27.171307,66168.89,c5d98f03-bfa5-455c-86fc-2337bd728762,Cash,Walk-in Guest 64,,Manager Admin
2769,2023-03-25T17:44:09.171307,50331.2,84e21819-0a0c-423a-83ea-b99a0368cd7a,Cash,Walk-in Guest 76,,Manager Admin
2770,2023-03-25T09:14:12.171307,775.82,74070546-3dc1-4de6-a791-66d84ec4db82,Cash,Counter Customer,,Manager Admin
2771,2023-03-25T20:44:47.171307,37638.31,7b816d02-6486-4fb3-aa9c-daceff403446,Cash,Walk-in Guest 19,,Manager Admin
2772,2023-03-26T12:26:37.171307,1870.68,d9614fe9-1e5f-44bd-8e1b-08a60750bec5,UPI,Counter Customer,Standard counter checkout,Manager Admin
2773,2023-03-26T10:04:12.171307,2531.82,ef33f0f0-5f44-4d11-a7ba-23726448d333,UPI,Counter Customer,,Manager Admin
2774,2023-03-26T11:05:58.171307,3510.8,60e066cf-d258-49c5-8a1e-135b04eeda62,UPI,Counter Customer,,Manager Admin
2775,2023-03-26T14:07:47.171307,399.0,decd5320-634c-4ef1-a88f-b3416417c0c3,UPI,Counter Customer,,Manager Admin
2776,2023-03-26T21:02:19.171307,15482.5,89b5f9f2-1914-4c07-8170-f43e1589a1ee,Card,Counter Customer,,Manager Admin
2777,2023-03-26T14:14:13.171307,2729.2,ef9f84a0-7c3d-4ad5-bac1-78e6bc4411c0,Cash,Counter Customer,,Manager Admin
2778,2023-03-26T17:03:07.171307,21245.57,df4833e6-9d34-4b97-ae6f-fe5065060d65,Cash,Walk-in Guest 60,,Manager Admin
2779,2023-03-26T19:06:08.171307,19811.94,a9197cda-0738-4c0f-9419-b806f48c08f6,Card,Walk-in Guest 92,Standard counter checkout,Manager Admin
2780,2023-03-26T15:53:37.171307,1623.57,8a3d68d1-2c13-493d-9658-1f95842809d9,Cash,Counter Customer,,Manager Admin
2781,2023-03-26T14:39:47.171307,2342.56,813ba429-f777-4f4c-bce5-587ae11b07aa,Cash,Walk-in Guest 66,Standard counter checkout,Manager Admin
2782,2023-03-26T14:10:33.171307,2539.08,c48c40c5-b554-40b1-9ec7-704c9e394d15,Card,Walk-in Guest 40,,Manager Admin
2783,2023-03-26T21:04:44.171307,8666.36,bc3817ed-7dcd-4455-9ec4-a537fdd9930c,Cash,Counter Customer,,Manager Admin
2784,2023-03-26T13:55:19.171307,1303.12,b5e44fdb-a19d-49c8-99ce-16e938c19092,Cash,Counter Customer,,Manager Admin
2785,2023-03-26T18:52:35.171307,708.59,96a2ebf5-5ccd-4927-a7d9-6f1214fe824f,UPI,Counter Customer,,Manager Admin
2786,2023-03-26T20:35:51.171307,2512.7,82308e4d-8511-4cb8-87f5-80be20200c2f,Cash,Counter Customer,Standard counter checkout,Manager Admin
2787,2023-03-26T20:48:53.171307,24874.74,f7e8e647-d2ad-4d39-aa0e-f79dd350a474,UPI,Walk-in Guest 35,,Manager Admin
2788,2023-03-26T12:16:01.171307,58081.44,64f7dc8a-4a22-4b58-9ad4-138b5511a12c,Card,Counter Customer,,Manager Admin
2789,2023-03-27T18:08:32.171307,2632.5,ed454344-f099-47ef-bc2d-c0706e9e5d21,Cash,Counter Customer,,Manager Admin
2790,2023-03-27T19:40:42.171307,1604.2,8f7f2b79-bb9d-41d7-b225-db360654e94f,Cash,Counter Customer,,Manager Admin
2791,2023-03-27T17:04:47.171307,2490.79,c7b5216c-0aeb-4a1b-acda-f6a5fd2bc8d1,UPI,Counter Customer,,Manager Admin
2792,2023-03-27T11:17:14.171307,4325.85,09d8cafe-680c-4f01-b306-c59d95a8155f,Card,Counter Customer,,Manager Admin
2793,2023-03-27T09:04:04.171307,1558.4,2421a1e5-ad8a-4cbe-a11c-9f15e5b4b4b4,Card,Counter Customer,,Manager Admin
2794,2023-03-28T14:37:20.171307,68227.56,d97f5117-850a-4de8-94b2-edccd1014a3b,Card,Counter Customer,,Manager Admin
2795,2023-03-28T14:35:46.171307,2149.32,48882c90-138c-4184-8116-a38c849e698f,UPI,Walk-in Guest 30,,Manager Admin
2796,2023-03-28T20:21:33.171307,785.08,e03ffdde-3f58-44f2-9f29-8f6f67a4979d,Cash,Walk-in Guest 15,Standard counter checkout,Manager Admin
2797,2023-03-29T21:04:01.171307,36316.27,76a181dd-cc4a-4a89-8426-e1a741c7da20,Cash,Counter Customer,Standard counter checkout,Manager Admin
2798,2023-03-29T15:36:50.171307,1871.0,10c38e2a-e755-4aaa-b909-ed4cc87df76f,UPI,Walk-in Guest 70,,Manager Admin
2799,2023-03-29T16:21:01.171307,3074.7,151e1dad-9b5b-40c5-ae2a-983e7234cceb,Cash,Counter Customer,Standard counter checkout,Manager Admin
2800,2023-03-29T16:00:33.171307,18441.88,e52a1f10-3926-4324-b33b-491ee7ae471e,UPI,Counter Customer,,Manager Admin
2801,2023-03-29T12:08:55.171307,17945.6,3a10aade-a84f-479f-a570-c7cfdca442ef,UPI,Counter Customer,,Manager Admin
2802,2023-03-29T10:02:39.171307,1688.21,168d641a-f85f-4a4c-a742-bec96985b6d1,Card,Counter Customer,,Manager Admin
2803,2023-03-29T14:52:20.171307,195.07,96406694-5a6c-49bf-9df0-dc96c8a79f92,UPI,Counter Customer,,Manager Admin
2804,2023-03-29T20:23:49.171307,36174.44,c7f11006-c618-41e1-a53f-3e39119076ca,UPI,Counter Customer,,Manager Admin
2805,2023-03-29T18:49:38.171307,72133.46,94183182-ff6f-4510-a698-c9401e38c941,UPI,Counter Customer,,Manager Admin
2806,2023-03-29T12:27:45.171307,3285.57,dc4d2115-e80e-4bd0-a33c-0fb3180aef24,UPI,Walk-in Guest 16,,Manager Admin
2807,2023-03-29T17:59:48.171307,25603.58,98bbcbf3-435f-40fd-be82-1f244a5860f8,Cash,Counter Customer,,Manager Admin
2808,2023-03-29T11:28:15.171307,649.9,1afaab19-a11e-4764-91fb-4a32fee07675,Cash,Walk-in Guest 55,,Manager Admin
2809,2023-03-29T09:57:21.171307,54605.04,1e7ac360-31c9-4bd7-8f2c-81d6c440b586,Cash,Walk-in Guest 77,,Manager Admin
2810,2023-03-29T17:31:52.171307,1070.54,e81b6ee1-0ea6-4f50-a901-9c584d79f49e,Cash,Walk-in Guest 70,,Manager Admin
2811,2023-03-30T14:06:15.171307,68538.31,5b70ae3e-7d6c-4457-bc00-9929161f1319,Cash,Counter Customer,,Manager Admin
2812,2023-03-30T11:52:12.171307,1421.91,3a2350fb-9b52-46ed-a1e5-d1c703aaa70c,Cash,Walk-in Guest 75,,Manager Admin
2813,2023-03-30T14:50:56.171307,4538.23,ce84f43b-1a2f-428b-8964-00b5509d0e67,UPI,Counter Customer,,Manager Admin
2814,2023-03-30T11:21:27.171307,36115.86,d08607f4-4b4b-456b-bbdc-ed335018457d,Cash,Counter Customer,,Manager Admin
2815,2023-03-30T16:11:46.171307,1904.45,504ae173-d96a-437c-86a0-e9103b6d8c91,Cash,Counter Customer,,Manager Admin
2816,2023-03-30T13:22:23.171307,869.52,a416e495-9e72-41e3-890a-ded292b90691,UPI,Counter Customer,,Manager Admin
2817,2023-03-30T13:37:30.171307,324.95,9e5e22c2-8843-4bc9-960b-68ce2b3444fe,UPI,Counter Customer,Standard counter checkout,Manager Admin
2818,2023-03-30T09:49:21.171307,67929.06,ca2b9115-0870-4ac3-861b-b8c57916d9e5,UPI,Walk-in Guest 74,,Manager Admin
2819,2023-03-31T19:19:37.171307,1421.1,24518f8d-9022-4abc-9e2a-7d9c9928c31a,UPI,Counter Customer,,Manager Admin
2820,2023-03-31T09:17:46.171307,747.0,5ea38fdc-74d4-4ed8-8b11-e1e9955821d9,Cash,Walk-in Guest 74,,Manager Admin
2821,2023-03-31T13:52:26.171307,20556.84,f87a196d-e80e-445d-9eb0-a8c88d8890e3,UPI,Counter Customer,,Manager Admin
2822,2023-03-31T14:27:33.171307,30914.6,3c9401f5-2064-4b49-9519-5b5a4381034d,Cash,Walk-in Guest 40,,Manager Admin
2823,2023-03-31T17:04:38.171307,38057.76,5a8b213e-c695-4a8c-aeda-87ee8e05856c,Card,Walk-in Guest 80,,Manager Admin
2824,2023-03-31T21:15:21.171307,2808.47,4bf65964-0bcf-4263-a678-c5aebcb90509,Cash,Counter Customer,Standard counter checkout,Manager Admin
2825,2023-03-31T16:12:05.171307,399.0,fb9cba85-194b-4bd1-a205-c0ca2cc56879,UPI,Walk-in Guest 10,,Manager Admin
2826,2023-03-31T16:53:03.171307,1719.66,d3c166b4-37ad-4bfc-860e-6c2ca8ecbe19,Cash,Counter Customer,,Manager Admin
2827,2023-03-31T16:39:12.171307,35988.47,faf8d256-c11c-4f94-ad66-39741b0c0487,UPI,Walk-in Guest 12,,Manager Admin
2828,2023-03-31T09:40:41.171307,843.58,09b5bc65-11db-4bb4-9db3-f9d4f966b259,Card,Counter Customer,,Manager Admin
2829,2023-03-31T20:47:23.171307,2077.34,cb05b536-2c0b-421f-bf15-4b3474b0f35d,Cash,Walk-in Guest 82,,Manager Admin
2830,2023-03-31T10:21:18.171307,1526.72,297f5241-78cd-4fe7-93b9-3607be233d1a,Card,Counter Customer,Standard counter checkout,Manager Admin
2831,2023-03-31T15:29:45.171307,734.32,c8f47bd1-edc3-47f1-8229-e5d43da3927c,Card,Walk-in Guest 99,,Manager Admin
2832,2023-03-31T19:06:10.171307,6257.06,131cf1f7-1d5a-42bc-a9eb-081f167d4d83,UPI,Counter Customer,,Manager Admin
2833,2023-04-01T12:57:54.171307,1322.92,6cd009e4-bf21-4490-a431-b56ba7e0325f,UPI,Counter Customer,,Manager Admin
2834,2023-04-01T18:00:17.171307,32182.04,897d2451-d7fd-4312-8eec-36675988596b,UPI,Walk-in Guest 94,Standard counter checkout,Manager Admin
2835,2023-04-01T18:09:06.171307,471.57,d04e9ae5-5c6a-448e-8c46-f7f26a4002a8,UPI,Counter Customer,,Manager Admin
2836,2023-04-01T11:48:00.171307,39176.33,7eac9b79-8798-4372-958d-6f12146e5b19,UPI,Counter Customer,,Manager Admin
2837,2023-04-01T19:57:40.171307,3494.0,746cd14a-9dd9-405e-b41d-b11e6b4ccdfd,Cash,Counter Customer,,Manager Admin
2838,2023-04-01T16:17:14.171307,35481.22,c7e493a7-c762-4d3c-b137-d6a4c17fc252,UPI,Counter Customer,Standard counter checkout,Manager Admin
2839,2023-04-01T15:52:28.171307,1460.66,7ac41de7-8642-426e-9ca8-cfd9ab4c8dd0,Cash,Counter Customer,,Manager Admin
2840,2023-04-01T14:02:12.171307,3256.15,2d98e040-b44f-4f21-bc53-4f14a752989c,Cash,Walk-in Guest 34,Standard counter checkout,Manager Admin
2841,2023-04-01T10:17:03.171307,1048.84,c3b5f595-d2f0-4d97-9325-3f7969d6e363,UPI,Counter Customer,,Manager Admin
2842,2023-04-01T16:02:57.171307,2453.08,2e3de82b-e89e-426e-9ee5-32ed17538bd1,Card,Counter Customer,,Manager Admin
2843,2023-04-01T21:52:05.171307,12890.61,0ac1cc73-8184-432a-a383-6643853c5570,Card,Walk-in Guest 54,,Manager Admin
2844,2023-04-01T20:02:15.171307,19216.7,fca578f8-ccb8-4012-8569-56f9ef135130,Cash,Counter Customer,,Manager Admin
2845,2023-04-02T19:21:27.171307,25725.43,9d91a4a1-e271-4367-86a6-b180b52f4792,Cash,Counter Customer,,Manager Admin
2846,2023-04-02T19:36:22.171307,564.22,67e67b66-fd91-4956-85b9-7ab4c3fd40ea,Cash,Walk-in Guest 42,,Manager Admin
2847,2023-04-02T16:00:42.171307,65.25,801841ea-1046-4487-930a-a9e8aa995de9,UPI,Counter Customer,,Manager Admin
2848,2023-04-02T15:30:05.171307,3463.69,9d4fe549-184d-499e-bbab-1320d83101e3,UPI,Counter Customer,,Manager Admin
2849,2023-04-02T13:05:52.171307,3190.65,ac77295b-c1e5-440b-a3a5-6437ed90892a,Cash,Counter Customer,,Manager Admin
2850,2023-04-02T12:43:02.171307,4372.21,7d1b52f4-db6b-4ca3-81f6-463ac56ab028,Cash,Counter Customer,,Manager Admin
2851,2023-04-02T14:33:18.171307,834.05,26fa96b6-f266-41cb-ad2b-0bafa606dcfb,Cash,Counter Customer,,Manager Admin
2852,2023-04-02T12:22:47.171307,677.38,c064ff1f-7de0-4a04-b226-0126d19c28fa,UPI,Walk-in Guest 24,,Manager Admin
2853,2023-04-02T11:57:56.171307,2737.97,f8ba3624-a903-44e3-93bf-ba5ad4679888,Card,Counter Customer,,Manager Admin
2854,2023-04-02T19:57:56.171307,2077.34,67049587-db36-4f98-9f85-ffa844a08274,UPI,Counter Customer,,Manager Admin
