id,name,category,base_cost,current_price,stock_level,hsn_code,gst_rate,image_url,barcode,updated_at
91,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano ",Computers & Accessories,228.1,356.59,145,85444220,18.0,https://m.media-amazon.com/images/I/31mgo4D-kPL._SX300_SY300_QL70_FMwebp_.jpg,8901234000090,2026-07-25 11:42:36.771961
92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,21645.62,35370.03,59,84713010,18.0,https://m.media-amazon.com/images/I/51F6FClq10L._SX300_SY300_QL70_FMwebp_.jpg,8901234000091,2026-07-25 11:42:36.808884
93,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Chargi",Computers & Accessories,266.59,428.19,51,85444220,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/4112nea7JlL._SX300_SY300_QL70_FMwebp_.jpg,8901234000092,2026-07-25 11:42:36.809913
94,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,169.29,279.08,27,85444220,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Uqr+A2THL._SY300_SX300_.jpg,8901234000093,2026-07-25 11:42:36.737212
95,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),Electronics,16743.35,27628.1,18,84713010,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41mMrtrwgyL._SY300_SX300_QL70_FMwebp_.jpg,8901234000094,2026-07-25 11:42:36.756340
96,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advan",Computers & Accessories,259.96,481.35,16,85444220,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/317-HiMYIgS._SY300_SX300_QL70_FMwebp_.jpg,8901234000095,2026-07-25 11:42:36.764798
97,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv",Electronics,221.25,354.43,67,84713010,18.0,https://m.media-amazon.com/images/I/21PB1kWQWdL._SX300_SY300_QL70_FMwebp_.jpg,8901234000096,2026-07-25 11:42:36.810950
98,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type",Computers & Accessories,306.96,498.87,44,85444220,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41nGfip4QuS._SX300_SY300_QL70_FMwebp_.jpg,8901234000097,2026-07-25 11:42:36.811979
99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,937.01,1578.92,17,84713010,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/219039qa+PL._SY300_SX300_.jpg,8901234000098,2026-07-25 11:42:36.759631
100,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,Computers & Accessories,636.48,1029.09,75,85444220,18.0,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41fRMsvSy8L._SY445_SX342_QL70_FMwebp_.jpg,8901234000099,2026-07-25 11:42:36.801066
