id,purchase_id,product_name,hsn_code,quantity,price_at_purchase,gst_rate,total_amount
420,25,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wirel",85444220,32,153.46,18.0,4910.72
421,25,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,32,266.95,18.0,8542.4
422,25,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",85444220,32,347.81,18.0,11129.92
423,25,Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 1,85444220,24,360.09,18.0,8642.16
424,25,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),84713010,18,7178.24,18.0,129208.32
425,25,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),85444220,40,443.51,18.0,17740.4
426,25,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",84713010,46,1418.39,18.0,65245.94
427,25,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Si",85444220,38,429.66,18.0,16327.08
428,25,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),84713010,19,21645.62,18.0,411266.78
429,25,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Tec",85444220,46,176.93,18.0,8138.78
430,25,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),84713010,45,17718.26,18.0,797321.7
431,25,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",85444220,15,179.16,18.0,2687.4
432,25,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black",85444220,33,170.83,18.0,5637.39
433,25,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano ",85444220,28,228.1,18.0,6386.8
434,25,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),84713010,19,6279.97,18.0,119319.43
435,25,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480",85444220,49,338.19,18.0,16571.31
436,25,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C ",85444220,42,841.71,18.0,35351.82
437,25,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones,",85444220,36,220.11,18.0,7923.96
438,25,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",85444220,49,176.06,18.0,8626.94
439,26,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Da",85444220,49,50.19,18.0,2459.31
440,26,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",85444220,38,263.29,18.0,10005.02
441,26,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),84713010,25,12353.05,18.0,308826.25
442,26,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),84713010,22,7178.24,18.0,157921.28
443,26,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),84713010,22,6279.97,18.0,138159.34
444,26,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advan",85444220,18,259.96,18.0,4679.28
445,26,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad ",85444220,48,574.4,18.0,27571.2
446,26,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, St",85444220,30,135.22,18.0,4056.6
447,26,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPho,85444220,34,134.97,18.0,4588.98
448,26,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",85444220,37,517.68,18.0,19154.16
449,26,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",85444220,22,347.81,18.0,7651.82
450,26,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),84713010,27,12464.21,18.0,336533.67
451,26,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",85444220,27,239.87,18.0,6476.49
452,26,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),84713010,46,21645.62,18.0,995698.52
453,26,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",85444220,19,153.59,18.0,2918.21
454,26,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Met",85444220,29,187.45,18.0,5436.05
455,26,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones,",85444220,15,220.11,18.0,3301.65
456,26,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),85444220,25,443.51,18.0,11087.75
457,26,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv",84713010,34,221.25,18.0,7522.5
458,26,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C ",85444220,36,841.71,18.0,30301.56
459,27,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,85444220,45,254.5,18.0,11452.5
460,27,SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11,85444220,30,178.35,18.0,5350.5
461,27,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey",85444220,17,132.32,18.0,2249.44
462,27,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),84713010,50,6237.94,18.0,311897.0
463,27,Tata Sky Universal Remote,84713010,42,204.52,18.0,8589.84
464,27,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano ",85444220,47,228.1,18.0,10720.7
465,27,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",85444220,36,301.24,18.0,10844.64
466,27,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),84713010,49,16743.35,18.0,820424.15
467,27,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,16,266.95,18.0,4271.2
468,27,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C U",85444220,36,282.43,18.0,10167.48
469,27,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablet",85444220,17,179.11,18.0,3044.87
470,27,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Comput,85444220,25,171.72,18.0,4293.0
471,27,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",85444220,34,153.59,18.0,5222.06
472,27,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,85444220,31,119.99,18.0,3719.69
473,27,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quic,85444220,37,307.7,18.0,11384.9
474,27,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black",85444220,46,170.83,18.0,7858.18
475,27,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad ",85444220,33,822.95,18.0,27157.35
476,27,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",85444220,21,347.81,18.0,7304.01
477,27,TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supp,85444220,17,575.21,18.0,9778.57
478,27,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",85444220,22,678.87,18.0,14935.14
479,27,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",85444220,49,179.16,18.0,8778.84
480,27,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",85444220,32,88.12,18.0,2819.84
481,27,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),84713010,47,9842.22,18.0,462584.34
482,28,Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters),85444220,47,190.7,18.0,8962.9
483,28,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),84713010,35,12464.21,18.0,436247.35
484,28,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatib",85444220,15,309.66,18.0,4644.9
485,28,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),85444220,49,259.0,18.0,12691.0
486,28,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3",85444220,42,287.31,18.0,12067.02
487,28,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),84713010,16,7178.24,18.0,114851.84
488,28,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",85444220,35,170.57,18.0,5969.95
489,28,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfe",85444220,22,102.44,18.0,2253.68
490,28,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Comput,85444220,23,171.72,18.0,3949.56
491,28,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Tec",85444220,15,176.93,18.0,2653.95
492,29,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),84713010,36,9842.22,18.0,354319.92
493,29,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Ip",85444220,34,770.95,18.0,26212.3
494,29,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wirel",85444220,50,153.46,18.0,7673.0
495,29,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",85444220,16,170.57,18.0,2729.12
496,29,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 ",85444220,50,309.33,18.0,15466.5
497,29,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,46,266.95,18.0,12279.7
498,29,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C U",85444220,48,282.43,18.0,13556.64
499,29,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",85444220,42,822.98,18.0,34565.16
500,29,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",85444220,42,88.12,18.0,3701.04
501,29,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable,85444220,24,330.12,18.0,7922.88
502,29,MI Braided USB Type-C Cable for Charging Adapter (Red),85444220,16,296.48,18.0,4743.68
503,29,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,39,264.76,18.0,10325.64
504,29,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),84713010,25,23642.17,18.0,591054.25
505,29,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangl",85444220,42,233.58,18.0,9810.36
506,29,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",85444220,40,678.87,18.0,27154.8
507,29,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,85444220,40,295.14,18.0,11805.6
508,29,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type",85444220,19,306.96,18.0,5832.24
509,29,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatib",85444220,35,309.66,18.0,10838.1
510,29,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",85444220,45,171.95,18.0,7737.75
511,29,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",85444220,37,176.06,18.0,6514.22
512,29,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),84713010,47,28757.97,18.0,1351624.59
513,29,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Si",85444220,25,429.66,18.0,10741.5
514,30,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfe",85444220,18,102.44,18.0,1843.92
515,30,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),84713010,25,21645.62,18.0,541140.5
516,30,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Met",85444220,29,187.45,18.0,5436.05
517,30,TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supp,85444220,29,575.21,18.0,16681.09
518,30,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,85444220,37,295.14,18.0,10920.18
519,30,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),84713010,21,9842.22,18.0,206686.62
520,30,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",85444220,18,822.98,18.0,14813.64
521,30,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,15,264.76,18.0,3971.4
522,30,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 4",85444220,45,162.69,18.0,7321.05
523,30,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wirel",85444220,32,153.46,18.0,4910.72
524,30,TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapt,85444220,39,881.15,18.0,34364.85
525,30,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function,85444220,42,135.13,18.0,5675.46
526,30,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Chargi",85444220,32,266.59,18.0,8530.88
527,30,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),84713010,15,28757.97,18.0,431369.55
528,30,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad ",85444220,38,822.95,18.0,31272.1
529,30,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480",85444220,15,338.19,18.0,5072.85
530,30,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Si",85444220,49,429.66,18.0,21053.34
531,30,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey",85444220,40,132.32,18.0,5292.8
532,30,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 ",85444220,38,309.33,18.0,11754.54
533,30,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),85444220,44,443.51,18.0,19514.44
534,30,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, St",85444220,27,135.22,18.0,3650.94
535,30,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),85444220,30,259.0,18.0,7770.0
536,30,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",85444220,39,179.16,18.0,6987.24
537,30,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3",85444220,29,287.31,18.0,8331.99
538,31,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,33,266.95,18.0,8809.35
539,31,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,85444220,24,636.48,18.0,15275.52
540,31,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",85444220,39,88.12,18.0,3436.68
541,31,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones,",85444220,34,220.11,18.0,7483.74
542,31,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",85444220,28,170.57,18.0,4775.96
543,31,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Origi,84713010,49,341.72,18.0,16744.28
544,31,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",85444220,48,176.06,18.0,8450.88
545,31,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",85444220,30,179.16,18.0,5374.8
546,31,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad ",85444220,31,822.95,18.0,25511.45
547,31,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",85444220,20,171.95,18.0,3439.0
548,31,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPho,85444220,20,134.97,18.0,2699.4
549,31,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey",85444220,33,132.32,18.0,4366.56
550,31,TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supp,85444220,28,575.21,18.0,16105.88
551,31,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type",85444220,33,306.96,18.0,10129.68
552,31,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Gala,85444220,29,279.35,18.0,8101.15
553,31,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),84713010,20,27018.16,18.0,540363.2
554,32,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable,85444220,21,330.12,18.0,6932.52
555,32,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",85444220,46,179.16,18.0,8241.36
556,32,Firestick Remote,84713010,45,1259.14,18.0,56661.3
557,32,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,38,266.95,18.0,10144.1
558,32,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",85444220,36,171.95,18.0,6190.2
559,32,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C ",85444220,49,841.71,18.0,41243.79
560,32,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Origi,84713010,40,341.72,18.0,13668.8
561,32,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),84713010,44,10008.34,18.0,440366.96
562,32,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",85444220,35,263.29,18.0,9215.15
563,32,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Gala,85444220,29,279.35,18.0,8101.15
564,32,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangl",85444220,23,233.58,18.0,5372.34
565,32,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",85444220,18,195.71,18.0,3522.78
566,32,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),84713010,33,28757.97,18.0,949013.01
567,32,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quic,85444220,40,307.7,18.0,12308.0
568,32,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),84713010,47,9842.22,18.0,462584.34
569,33,Flix Micro Usb Cable For Smartphone (Black),85444220,40,51.54,18.0,2061.6
570,33,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wirel",85444220,21,153.46,18.0,3222.66
571,33,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),84713010,17,23642.17,18.0,401916.89
572,33,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),84713010,33,7178.24,18.0,236881.92
573,33,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",85444220,26,170.57,18.0,4434.82
574,33,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),85444220,20,259.0,18.0,5180.0
575,33,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",85444220,17,822.98,18.0,13990.66
576,33,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,85444220,19,295.14,18.0,5607.66
577,33,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),84713010,43,12353.05,18.0,531181.15
578,33,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfe",85444220,17,102.44,18.0,1741.48
579,33,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Comput,85444220,20,171.72,18.0,3434.4
580,33,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",85444220,25,179.16,18.0,4479.0
581,33,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 4",85444220,15,162.69,18.0,2440.35
582,33,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,85444220,48,254.5,18.0,12216.0
583,34,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advan",85444220,50,259.96,18.0,12998.0
584,34,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano ",85444220,17,228.1,18.0,3877.7
585,34,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Ca",84713010,16,117.93,18.0,1886.88
586,34,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black",85444220,39,270.44,18.0,10547.16
587,34,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Origi,84713010,24,341.72,18.0,8201.28
588,34,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,85444220,31,636.48,18.0,19730.88
589,34,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Tec",85444220,38,176.93,18.0,6723.34
590,34,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Dat",85444220,37,177.73,18.0,6576.01
591,34,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Functio,85444220,36,134.7,18.0,4849.2
592,34,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),84713010,38,21645.62,18.0,822533.56
593,34,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),85444220,17,259.0,18.0,4403.0
594,34,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480",85444220,16,338.19,18.0,5411.04
595,34,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,50,264.76,18.0,13238.0
596,34,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,29,266.95,18.0,7741.55
597,34,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function,85444220,35,135.13,18.0,4729.55
598,34,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPho,85444220,25,134.97,18.0,3374.25
599,34,TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supp,85444220,37,575.21,18.0,21282.77
600,34,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",84713010,48,1418.39,18.0,68082.72
601,34,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",85444220,24,347.81,18.0,8347.44
602,34,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,84713010,41,937.01,18.0,38417.41
603,34,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",85444220,27,517.68,18.0,13977.36
604,35,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,84713010,42,937.01,18.0,39354.42
605,35,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",84713010,37,1418.39,18.0,52480.43
606,35,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480",85444220,22,338.19,18.0,7440.18
607,35,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3",85444220,30,287.31,18.0,8619.3
608,35,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,85444220,46,119.99,18.0,5519.54
609,35,Firestick Remote,84713010,19,1259.14,18.0,23923.66
610,35,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Bl,84713010,17,11694.88,18.0,198812.96
611,35,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",85444220,39,517.68,18.0,20189.52
612,35,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,41,264.76,18.0,10855.16
613,35,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones,",85444220,44,220.11,18.0,9684.84
614,35,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),84713010,33,29341.61,18.0,968273.13
