id,transaction_id,product_id,quantity,price_at_sale
6296,2572,97,2,294.26
6297,2572,48,2,359.69
6298,2572,52,2,215.94
6299,2573,41,1,249.31
6300,2573,50,1,228.69
6301,2573,24,1,68.55
6302,2574,37,1,1079.33
6303,2574,61,1,195.07
6304,2574,53,2,848.59
6305,2575,24,1,72.16
6306,2575,48,2,338.05
6307,2575,78,1,12302.77
6308,2575,98,2,383.7
6309,2576,98,1,383.7
6310,2577,5,2,179.51
6311,2577,97,2,294.26
6312,2577,45,1,74.28
6313,2577,53,1,902.9
6314,2578,91,1,303.37
6315,2578,80,1,1674.66
6316,2579,28,2,356.3
6317,2579,21,2,1028.72
6318,2579,44,1,1101.44
6319,2579,88,2,32925.28
6320,2580,18,2,275.14
6321,2580,97,2,276.56
6322,2580,40,2,1052.14
6323,2581,53,1,902.9
6324,2582,24,1,72.16
6325,2583,50,1,214.94
6326,2583,61,2,195.07
6327,2584,8,1,255.54
6328,2584,1,1,450.11
6329,2584,78,2,12302.77
6330,2584,4,1,359.14
6331,2585,5,1,168.71
6332,2585,86,1,33772.7
6333,2586,24,1,72.16
6334,2586,39,1,36677.01
6335,2586,23,2,14618.6
6336,2586,91,1,285.12
6337,2587,78,1,13090.15
6338,2587,91,2,303.37
6339,2588,54,1,9294.36
6340,2588,86,2,35934.15
6341,2588,50,2,228.69
6342,2589,44,1,1101.44
6343,2589,34,2,647.1
6344,2589,38,1,223.95
6345,2590,28,1,356.3
6346,2590,98,1,383.7
6347,2590,56,1,286.33
6348,2590,38,1,223.95
6349,2591,8,1,271.89
6350,2591,66,1,391.84
6351,2591,21,1,1094.56
6352,2592,67,1,310.66
6353,2593,97,1,309.75
6354,2593,91,2,285.12
6355,2593,28,1,356.3
6356,2593,88,1,32925.28
6357,2594,41,1,234.31
6358,2594,8,2,255.54
6359,2594,86,1,33772.7
6360,2595,43,1,499.1
6361,2596,50,2,223.53
6362,2596,95,2,21766.35
6363,2596,31,2,222.08
6364,2597,81,1,479.98
6365,2597,68,2,9905.97
6366,2597,34,1,714.4
6367,2598,61,2,202.88
6368,2599,91,2,314.78
6369,2600,45,1,72.78
6370,2600,7,1,199.67
6371,2600,48,2,351.57
6372,2601,99,2,1218.11
6373,2601,54,2,9105.96
6374,2602,66,2,405.08
6375,2602,43,1,499.1
6376,2602,54,2,9608.35
6377,2602,88,2,36349.5
6378,2603,48,2,351.57
6379,2603,23,2,15203.34
6380,2603,54,2,9105.96
6381,2604,80,1,1737.61
6382,2605,95,1,23105.82
6383,2606,56,2,296.55
6384,2606,67,2,303.65
6385,2606,99,2,1218.11
6386,2607,86,2,35123.61
6387,2607,9,1,558.56
6388,2607,68,2,9331.71
6389,2608,86,2,35123.61
6390,2609,5,1,175.46
6391,2609,86,1,35123.61
6392,2610,5,2,175.46
6393,2610,38,1,232.91
6394,2610,54,1,9105.96
6395,2610,42,2,23033.74
6396,2611,48,1,373.21
6397,2612,61,2,202.88
6398,2612,18,1,286.14
6399,2613,66,1,405.08
6400,2613,97,2,338.51
6401,2613,7,2,211.95
6402,2613,81,2,479.98
6403,2614,98,1,423.6
6404,2615,28,2,389.38
6405,2615,67,2,322.34
6406,2616,81,1,452.15
6407,2616,61,2,202.88
6408,2617,28,2,369.02
6409,2617,24,1,74.73
6410,2617,1,2,468.12
6411,2618,61,2,202.88
6412,2619,56,2,296.55
6413,2620,67,2,322.34
6414,2621,42,2,24451.2
6415,2621,12,2,357.42
6416,2621,28,1,389.38
6417,2621,45,2,76.79
6418,2622,95,1,23105.82
6419,2623,9,1,558.56
6420,2623,7,1,199.67
6421,2623,8,1,296.42
6422,2624,42,2,24451.2
6423,2624,53,2,936.84
6424,2624,34,2,714.4
6425,2625,9,2,592.93
6426,2626,91,1,296.53
6427,2626,12,2,336.7
6428,2626,48,1,351.57
6429,2626,39,2,38144.09
6430,2627,57,1,793.79
6431,2627,39,1,40491.42
6432,2627,81,2,479.98
6433,2627,50,1,263.08
6434,2628,24,1,74.73
6435,2628,44,1,1145.5
6436,2628,42,1,23033.74
6437,2628,66,1,383.9
6438,2629,56,1,296.55
6439,2629,39,2,42545.33
6440,2629,52,1,211.07
6441,2630,91,1,285.12
6442,2631,45,1,74.28
6443,2631,91,2,303.37
6444,2632,66,1,370.66
6445,2633,42,2,22147.82
6446,2633,31,2,213.54
6447,2633,67,1,291.98
6448,2633,80,1,1762.8
6449,2634,43,2,481.02
6450,2635,7,1,204.27
6451,2636,68,2,9547.06
6452,2636,99,2,1386.77
6453,2636,41,2,249.31
6454,2637,7,1,204.27
6455,2637,23,2,15554.19
6456,2637,86,2,35934.15
6457,2637,39,1,43425.58
6458,2638,31,1,213.54
6459,2638,98,2,383.7
6460,2639,21,1,1028.72
6461,2639,18,1,275.14
6462,2639,5,2,168.71
6463,2640,39,1,43425.58
6464,2640,1,2,478.92
6465,2640,68,1,9547.06
6466,2640,40,1,1119.47
6467,2641,67,2,291.98
6468,2641,4,2,359.14
6469,2641,98,2,429.74
6470,2642,67,1,291.98
6471,2643,41,2,234.31
6472,2643,45,1,70.27
6473,2643,95,2,20929.19
6474,2644,44,2,1171.93
6475,2644,95,2,24780.16
6476,2644,39,2,43425.58
6477,2644,48,2,359.69
6478,2645,78,1,14566.49
6479,2646,45,1,74.28
6480,2646,21,1,1094.56
6481,2646,23,1,15554.19
6482,2646,97,2,327.45
6483,2647,45,2,70.27
6484,2647,61,2,195.07
6485,2647,34,1,647.1
6486,2647,57,2,719.01
6487,2648,1,1,450.11
6488,2649,95,1,23440.69
6489,2650,54,1,9294.36
6490,2650,88,1,35032.49
6491,2650,21,2,1094.56
6492,2651,1,2,450.11
6493,2652,57,1,719.01
6494,2653,95,2,24780.16
6495,2654,40,1,1119.47
6496,2655,38,2,223.95
6497,2656,81,2,434.76
6498,2656,44,2,1101.44
6499,2656,45,1,70.27
6500,2657,97,2,327.45
6501,2657,38,2,238.28
6502,2657,18,2,292.75
6503,2657,44,2,1171.93
6504,2658,81,1,462.59
6505,2658,34,1,688.51
6506,2658,41,2,249.31
6507,2658,50,1,254.49
6508,2659,91,1,303.37
6509,2659,97,2,327.45
6510,2659,40,2,1119.47
6511,2659,67,1,310.66
6512,2660,91,1,303.37
6513,2660,39,2,43425.58
6514,2660,24,1,76.28
6515,2661,67,1,291.98
6516,2661,81,1,434.76
6517,2661,98,1,429.74
6518,2661,88,2,32925.28
6519,2662,42,1,22147.82
6520,2662,80,2,1762.8
6521,2663,41,2,234.31
6522,2663,50,2,240.73
6523,2664,98,1,429.74
6524,2665,86,2,39176.33
6525,2665,95,2,24277.86
6526,2665,31,1,247.7
6527,2665,53,2,882.53
6528,2666,38,1,247.24
6529,2667,52,2,211.07
6530,2667,81,2,452.15
6531,2668,86,2,41337.78
6532,2668,41,1,258.68
6533,2668,80,1,1926.48
6534,2669,12,2,336.7
6535,2670,41,1,243.69
6536,2671,31,2,261.37
6537,2671,95,2,25617.33
6538,2671,57,1,793.79
6539,2671,52,2,224.06
6540,2672,9,2,558.56
6541,2673,24,1,74.73
6542,2674,40,2,1094.22
6543,2674,53,1,882.53
6544,2674,67,2,303.65
6545,2675,86,2,41337.78
6546,2675,50,2,263.08
6547,2675,43,1,499.1
6548,2676,86,2,41337.78
6549,2676,53,1,936.84
6550,2677,61,2,215.36
6551,2677,42,2,24451.2
6552,2677,5,1,186.26
6553,2678,99,2,1433.63
6554,2678,67,1,322.34
6555,2679,7,2,211.95
6556,2679,57,1,793.79
6557,2679,5,2,186.26
6558,2680,1,1,468.12
6559,2681,97,1,320.81
6560,2682,78,2,14271.22
6561,2682,91,1,296.53
6562,2682,98,1,445.09
6563,2683,48,1,351.57
6564,2683,67,2,303.65
6565,2683,98,2,445.09
6566,2684,61,2,215.36
6567,2684,81,1,479.98
6568,2685,44,2,1145.5
6569,2685,79,2,231.85
6570,2685,9,2,558.56
6571,2685,24,1,74.73
6572,2686,48,1,351.57
6573,2687,88,1,36349.5
6574,2687,1,2,496.92
6575,2688,23,1,15203.34
6576,2688,57,2,747.77
6577,2688,42,1,23033.74
6578,2689,7,2,211.95
6579,2689,39,2,44892.66
6580,2689,8,2,312.78
6581,2689,9,2,592.93
6582,2690,98,1,469.65
6583,2690,79,1,272.88
6584,2690,21,2,1135.71
6585,2690,86,1,41337.78
6586,2691,88,2,34242.29
6587,2692,91,1,296.53
6588,2692,31,1,247.7
6589,2692,24,2,74.73
6590,2693,95,2,24277.86
6591,2693,53,1,882.53
6592,2693,21,2,1069.87
6593,2693,91,2,296.53
6594,2694,97,2,320.81
6595,2694,67,2,303.65
6596,2694,48,2,351.57
6597,2695,80,1,1926.48
6598,2696,18,2,286.14
6599,2696,23,2,15203.34
6600,2697,18,2,286.14
6601,2697,81,1,452.15
6602,2697,9,1,558.56
6603,2697,99,2,1358.66
6604,2698,86,2,39176.33
6605,2699,97,1,320.81
6606,2699,40,2,1094.22
6607,2700,5,1,175.46
6608,2700,78,1,14271.22
6609,2700,1,1,468.12
6610,2700,23,1,15203.34
6611,2701,42,1,23033.74
6612,2702,5,2,175.46
6613,2702,57,1,747.77
6614,2702,98,2,445.09
6615,2703,91,1,314.78
6616,2704,1,2,468.12
6617,2704,68,1,9331.71
6618,2705,81,2,479.98
6619,2706,91,1,296.53
6620,2706,57,2,747.77
6621,2707,80,2,1926.48
6622,2708,78,2,14566.49
6623,2708,49,2,454.49
6624,2709,45,1,62.74
6625,2709,12,2,323.75
6626,2709,3,2,212.56
6627,2710,5,2,179.51
6628,2710,81,1,462.59
6629,2710,38,2,238.28
6630,2710,96,1,345.75
6631,2711,64,2,368.92
6632,2712,42,1,23565.29
6633,2712,5,2,199.76
6634,2712,67,1,310.66
6635,2712,49,2,454.49
6636,2713,39,1,43425.58
6637,2713,4,1,382.12
6638,2714,80,2,1674.66
6639,2715,12,2,344.47
6640,2715,43,1,481.02
6641,2715,5,1,199.76
6642,2716,41,1,234.31
6643,2716,9,1,537.08
6644,2717,7,1,191.99
6645,2718,96,2,324.95
6646,2718,45,1,62.74
6647,2718,18,1,275.14
6648,2718,61,1,195.07
6649,2719,64,1,368.92
6650,2720,34,1,647.1
6651,2720,96,1,324.95
6652,2720,42,1,22147.82
6653,2721,78,1,14566.49
6654,2721,24,1,76.28
6655,2721,5,2,199.76
6656,2721,81,1,462.59
6657,2722,44,2,1101.44
6658,2722,39,2,41078.25
6659,2722,64,2,368.92
6660,2722,40,1,1052.14
6661,2723,5,1,199.76
6662,2723,29,2,1094.52
6663,2724,23,2,15554.19
6664,2724,43,1,481.02
6665,2725,29,1,1028.69
6666,2726,46,2,375.63
6667,2726,61,1,207.56
6668,2727,46,2,353.04
6669,2728,38,2,265.16
6670,2728,4,2,382.12
6671,2728,81,2,462.59
6672,2728,34,2,688.51
6673,2729,50,2,240.73
6674,2730,52,1,202.95
6675,2730,95,1,23440.69
6676,2730,53,2,848.59
6677,2731,64,1,392.54
6678,2731,31,1,227.2
6679,2731,46,1,375.63
6680,2732,39,1,43425.58
6681,2733,12,2,323.75
6682,2733,8,1,255.54
6683,2734,7,1,191.99
6684,2734,34,1,647.1
6685,2734,60,2,165.4
6686,2734,52,2,202.95
6687,2735,12,2,344.47
6688,2735,1,1,478.92
6689,2736,86,1,33772.7
6690,2736,46,1,353.04
6691,2736,41,1,234.31
6692,2736,12,2,362.6
6693,2737,86,2,33772.7
6694,2737,48,2,338.05
6695,2737,60,2,165.4
6696,2738,1,1,450.11
6697,2738,77,2,191.83
6698,2738,3,2,212.56
6699,2738,53,2,848.59
6700,2739,50,2,240.73
6701,2739,40,1,1052.14
6702,2739,5,2,188.96
6703,2740,9,2,537.08
6704,2740,38,2,250.82
6705,2740,18,1,275.14
6706,2741,7,1,204.27
6707,2741,49,1,454.49
6708,2741,77,1,204.1
6709,2742,23,1,16372.83
6710,2742,45,1,62.74
6711,2743,48,2,378.62
6712,2743,41,2,234.31
6713,2743,60,2,165.4
6714,2744,31,1,213.54
6715,2744,12,2,362.6
6716,2744,48,2,378.62
6717,2745,4,2,382.12
6718,2745,78,2,14566.49
6719,2745,40,1,1245.73
6720,2746,98,1,408.26
6721,2747,46,1,353.04
6722,2747,5,2,188.96
6723,2748,81,1,434.76
6724,2748,41,2,234.31
6725,2748,77,1,191.83
6726,2748,18,2,275.14
6727,2749,60,1,182.6
6728,2749,40,1,1287.82
6729,2749,29,2,1135.67
6730,2749,79,1,272.88
6731,2750,23,1,16957.58
6732,2750,1,2,468.12
6733,2750,98,1,399.05
6734,2750,57,2,747.77
6735,2751,34,2,672.98
6736,2751,18,1,286.14
6737,2751,21,1,1069.87
6738,2752,52,2,248.41
6739,2752,8,1,282.11
6740,2753,54,2,8163.96
6741,2753,80,1,1636.88
6742,2754,53,1,882.53
6743,2755,41,2,243.69
6744,2755,18,1,286.14
6745,2756,43,2,499.1
6746,2756,23,1,17893.17
6747,2756,52,2,248.41
6748,2756,57,1,880.07
6749,2757,8,2,282.11
6750,2757,42,1,24451.2
6751,2757,54,2,8666.36
6752,2757,31,2,235.75
6753,2758,98,1,399.05
6754,2759,77,1,199.5
6755,2760,24,1,74.73
6756,2760,1,1,468.12
6757,2761,34,1,672.98
6758,2761,68,2,9331.71
6759,2762,92,2,28139.31
6760,2763,46,1,367.16
6761,2764,52,1,235.42
6762,2764,77,2,199.5
6763,2764,12,2,375.55
6764,2765,46,2,389.75
6765,2765,21,1,1135.71
6766,2765,12,2,396.27
6767,2766,52,1,248.41
6768,2766,1,1,496.92
6769,2767,64,1,383.68
6770,2767,60,2,172.02
6771,2768,68,1,9331.71
6772,2768,9,1,558.56
6773,2768,92,2,28139.31
6774,2769,34,2,714.4
6775,2769,42,2,24451.2
6776,2770,48,1,392.14
6777,2770,64,1,383.68
6778,2771,8,1,282.11
6779,2771,9,1,592.93
6780,2771,48,1,413.77
6781,2771,88,1,36349.5
6782,2772,67,1,303.65
6783,2772,34,2,672.98
6784,2772,3,1,221.07
6785,2773,48,1,392.14
6786,2773,29,2,1069.84
6787,2774,40,2,1220.48
6788,2774,29,1,1069.84
6789,2775,77,2,199.5
6790,2776,78,1,15058.6
6791,2776,7,2,211.95
6792,2777,29,1,1069.84
6793,2777,79,2,258.61
6794,2777,60,2,172.02
6795,2777,98,2,399.05
6796,2778,99,1,1433.63
6797,2778,68,2,9905.97
6798,2779,68,2,9905.97
6799,2780,64,1,383.68
6800,2780,1,2,468.12
6801,2780,67,1,303.65
6802,2781,61,1,202.88
6803,2781,29,2,1069.84
6804,2782,21,2,1069.87
6805,2782,7,2,199.67
6806,2783,54,1,8666.36
6807,2784,38,2,259.78
6808,2784,48,1,392.14
6809,2784,5,2,195.71
6810,2785,77,1,211.77
6811,2785,52,2,248.41
6812,2786,18,2,303.75
6813,2786,49,1,471.57
6814,2786,99,1,1433.63
6815,2787,77,2,211.77
6816,2787,42,1,24451.2
6817,2788,31,2,222.08
6818,2788,92,2,28139.31
6819,2788,99,1,1358.66
6820,2789,80,1,1674.66
6821,2789,1,2,478.92
6822,2790,7,1,204.27
6823,2790,61,2,207.56
6824,2790,57,1,851.31
6825,2790,45,2,66.75
6826,2791,7,1,204.27
6827,2791,48,2,400.25
6828,2791,40,1,1245.73
6829,2791,52,1,240.29
6830,2792,44,1,1233.61
6831,2792,99,2,1311.81
6832,2792,41,2,234.31
6833,2793,41,2,234.31
6834,2793,46,2,353.04
6835,2793,98,1,383.7
6836,2794,31,1,213.54
6837,2794,41,2,234.31
6838,2794,86,2,33772.7
6839,2795,41,1,262.43
6840,2795,57,1,805.29
6841,2795,49,2,427.15
6842,2795,52,1,227.3
6843,2796,64,2,392.54
6844,2797,4,1,382.12
6845,2797,86,1,35934.15
6846,2798,46,2,353.04
6847,2798,31,2,213.54
6848,2798,64,2,368.92
6849,2799,67,2,291.98
6850,2799,52,1,227.3
6851,2799,53,2,950.42
6852,2799,12,1,362.6
6853,2800,48,2,378.62
6854,2800,23,1,16372.83
6855,2800,99,1,1311.81
6856,2801,68,2,8972.8
6857,2802,44,1,1233.61
6858,2802,52,2,227.3
6859,2803,61,1,195.07
6860,2804,52,1,240.29
6861,2804,86,1,35934.15
6862,2805,38,1,265.16
6863,2805,86,2,35934.15
6864,2806,40,2,1178.39
6865,2806,49,1,427.15
6866,2806,38,2,250.82
6867,2807,99,1,1386.77
6868,2807,18,2,325.76
6869,2807,42,1,23565.29
6870,2808,96,2,324.95
6871,2809,54,2,8791.96
6872,2809,88,1,32925.28
6873,2809,80,2,1762.8
6874,2809,91,2,285.12
6875,2810,43,2,535.27
6876,2811,67,1,291.98
6877,2811,86,2,33772.7
6878,2811,38,1,250.82
6879,2811,1,1,450.11
6880,2812,18,1,308.15
6881,2812,1,2,450.11
6882,2812,31,1,213.54
6883,2813,80,2,1762.8
6884,2813,38,1,250.82
6885,2813,41,1,262.43
6886,2813,79,2,249.69
6887,2814,54,2,8791.96
6888,2814,8,1,255.54
6889,2814,60,2,165.4
6890,2814,68,2,8972.8
6891,2815,9,2,601.52
6892,2815,61,1,195.07
6893,2815,43,1,506.34
6894,2816,81,2,434.76
6895,2817,96,1,324.95
6896,2818,86,2,33772.7
6897,2818,77,2,191.83
6898,2819,98,1,423.6
6899,2819,41,2,286.8
6900,2819,7,2,211.95
6901,2820,4,2,373.5
6902,2821,9,1,623.01
6903,2821,44,1,1277.67
6904,2821,54,2,9105.96
6905,2821,49,1,444.24
6906,2822,96,1,376.94
6907,2822,92,1,28139.31
6908,2822,21,2,1069.87
6909,2822,79,1,258.61
6910,2823,23,2,17893.17
6911,2823,21,2,1135.71
6912,2824,61,1,215.36
6913,2824,34,2,714.4
6914,2824,18,1,336.77
6915,2824,48,2,413.77
6916,2825,77,2,199.5
6917,2826,1,1,468.12
6918,2826,46,2,367.16
6919,2826,79,2,258.61
6920,2827,86,1,35123.61
6921,2827,41,1,271.8
6922,2827,91,2,296.53
6923,2828,49,1,444.24
6924,2828,7,2,199.67
6925,2829,53,2,1038.67
6926,2830,31,2,222.08
6927,2830,18,2,319.16
6928,2830,49,1,444.24
6929,2831,46,2,367.16
6930,2832,43,2,553.36
6931,2832,44,2,1348.16
6932,2832,60,1,182.6
6933,2832,21,2,1135.71
6934,2833,67,2,303.65
6935,2833,41,2,271.8
6936,2833,60,1,172.02
6937,2834,64,2,407.29
6938,2834,92,1,29870.96
6939,2834,43,1,553.36
6940,2834,49,2,471.57
6941,2835,49,1,471.57
6942,2836,86,1,39176.33
6943,2837,34,2,714.4
6944,2837,7,1,211.95
6945,2837,64,2,407.29
6946,2837,53,1,1038.67
6947,2838,23,2,16957.58
6948,2838,43,2,524.42
6949,2838,79,2,258.61
6950,2839,1,2,468.12
6951,2839,43,1,524.42
6952,2840,53,2,984.36
6953,2840,46,1,367.16
6954,2840,81,1,452.15
6955,2840,1,1,468.12
6956,2841,43,2,524.42
6957,2842,91,2,296.53
6958,2842,43,1,524.42
6959,2842,8,1,265.76
6960,2842,29,1,1069.84
6961,2843,61,1,215.36
6962,2843,21,2,1135.71
6963,2843,96,2,397.74
6964,2843,54,1,9608.35
6965,2844,54,2,9608.35
6966,2845,45,2,69.26
6967,2845,42,1,24451.2
6968,2845,21,1,1135.71
6969,2846,8,2,282.11
6970,2847,45,1,65.25
6971,2848,53,1,984.36
6972,2848,98,1,399.05
6973,2848,34,2,672.98
6974,2848,46,2,367.16
6975,2849,67,1,338.69
6976,2849,77,1,199.5
6977,2849,53,1,984.36
6978,2849,57,2,834.05
6979,2850,21,1,1069.87
6980,2850,44,2,1277.67
6981,2850,4,2,373.5
6982,2851,57,1,834.05
6983,2852,67,2,338.69
6984,2853,21,1,1069.87
6985,2853,57,2,834.05
6986,2854,53,2,1038.67
6987,2855,53,1,984.36
6988,2855,64,1,383.68
6989,2855,98,1,399.05
6990,2855,61,2,202.88
6991,2856,91,2,296.53
6992,2856,42,1,23033.74
6993,2856,68,1,9331.71
6994,2856,64,2,383.68
6995,2857,4,2,396.49
6996,2857,34,2,714.4
6997,2857,41,1,286.8
6998,2858,88,2,34242.29
6999,2859,57,1,805.29
7000,2859,34,2,724.75
7001,2859,98,2,383.7
7002,2859,31,2,213.54
7003,2860,54,1,9294.36
7004,2860,68,1,9547.06
7005,2860,34,2,766.17
7006,2860,1,2,478.92
7007,2861,80,1,1863.53
7008,2861,86,2,39986.88
7009,2862,54,1,9294.36
7010,2862,7,2,204.27
7011,2862,80,1,1863.53
7012,2862,46,1,375.63
7013,2863,60,2,165.4
7014,2864,21,2,1028.72
7015,2864,91,1,285.12
7016,2864,88,1,32925.28
7017,2865,96,1,363.94
7018,2865,77,2,191.83
7019,2865,61,2,195.07
7020,2866,4,2,359.14
7021,2866,3,1,212.56
7022,2867,57,1,851.31
7023,2867,64,2,392.54
7024,2868,4,1,382.12
7025,2868,21,2,1094.56
7026,2868,8,1,271.89
7027,2868,64,2,392.54
7028,2869,80,1,1762.8
7029,2869,45,1,62.74
7030,2870,46,1,353.04
7031,2870,45,2,62.74
7032,2870,8,2,255.54
7033,2871,21,1,1094.56
7034,2871,64,1,436.81
7035,2872,45,2,62.74
7036,2872,68,1,8972.8
7037,2872,91,2,285.12
7038,2873,42,2,23565.29
7039,2873,21,1,1094.56
7040,2873,8,2,271.89
7041,2873,96,1,384.74
7042,2874,92,2,28788.67
7043,2875,8,1,255.54
7044,2875,31,1,239.16
7045,2875,81,2,434.76
7046,2875,34,1,724.75
7047,2876,45,1,62.74
7048,2876,96,1,363.94
7049,2877,4,1,359.14
7050,2877,96,2,363.94
7051,2878,92,1,27057.02
7052,2878,45,2,62.74
7053,2878,81,2,434.76
7054,2878,49,1,427.15
7055,2879,98,1,408.26
7056,2879,91,2,303.37
7057,2879,97,1,294.26
7058,2880,4,2,359.14
7059,2880,92,1,27057.02
7060,2880,66,1,330.95
7061,2880,81,2,434.76
7062,2881,80,1,1762.8
7063,2881,7,1,191.99
7064,2881,9,1,601.52
7065,2882,10,1,223.89
7066,2882,96,2,363.94
7067,2882,5,2,168.71
7068,2882,24,1,64.42
7069,2883,67,2,327.01
7070,2884,21,1,1028.72
7071,2885,81,2,434.76
7072,2885,23,1,16372.83
7073,2886,91,2,303.37
7074,2886,19,2,226.86
7075,2887,71,1,400.65
7076,2888,97,2,276.56
7077,2888,18,2,275.14
7078,2888,46,1,353.04
7079,2889,100,2,795.6
7080,2890,4,2,359.14
7081,2891,46,1,353.04
7082,2891,7,2,191.99
7083,2891,77,2,191.83
7084,2891,45,2,62.74
7085,2892,46,1,375.63
7086,2892,28,1,338.49
7087,2892,86,1,39986.88
7088,2892,49,2,454.49
7089,2893,19,1,213.21
7090,2893,7,1,191.99
7091,2893,80,1,1762.8
7092,2894,60,1,175.99
7093,2894,18,1,292.75
7094,2895,19,1,213.21
7095,2895,41,1,262.43
7096,2895,9,2,601.52
7097,2896,23,1,16372.83
7098,2896,60,1,165.4
7099,2897,91,1,303.37
7100,2897,4,1,382.12
7101,2897,71,2,400.65
7102,2897,61,2,230.97
7103,2898,20,1,14427.7
7104,2899,77,1,199.5
7105,2899,3,2,221.07
7106,2900,8,2,265.76
7107,2901,29,1,1135.67
7108,2902,28,1,351.21
7109,2902,64,1,451.56
7110,2902,80,2,1926.48
7111,2902,24,1,71.13
7112,2903,19,1,221.74
7113,2903,66,2,344.19
7114,2903,97,1,287.62
7115,2904,4,2,396.49
7116,2904,5,1,186.26
7117,2905,24,1,71.13
7118,2905,71,1,415.71
7119,2905,7,1,211.95
7120,2906,61,2,226.29
7121,2906,92,2,28139.31
7122,2907,61,2,226.29
7123,2907,7,1,199.67
7124,2907,66,2,344.19
7125,2908,3,2,234.67
7126,2908,60,2,182.6
7127,2908,66,2,365.37
7128,2908,81,1,479.98
7129,2909,1,2,468.12
7130,2909,66,1,383.9
7131,2909,61,2,226.29
7132,2910,19,2,221.74
7133,2911,31,1,247.7
7134,2911,34,1,750.64
7135,2911,86,2,39176.33
7136,2911,1,1,468.12
7137,2912,81,2,479.98
7138,2912,49,1,471.57
7139,2913,91,1,296.53
7140,2913,92,1,28139.31
7141,2913,42,2,23033.74
7142,2913,88,2,34242.29
7143,2914,3,2,234.67
7144,2914,7,2,211.95
7145,2915,67,2,338.69
7146,2915,86,1,39176.33
7147,2916,77,2,211.77
7148,2916,19,1,235.39
7149,2916,67,1,357.38
7150,2917,46,2,367.16
7151,2917,24,1,67.0
7152,2917,34,1,750.64
7153,2918,34,1,792.05
7154,2918,31,2,261.37
7155,2919,34,1,750.64
7156,2919,92,2,28139.31
7157,2919,9,1,623.01
7158,2919,20,1,15004.81
7159,2920,71,2,436.8
7160,2921,19,2,221.74
7161,2921,66,1,383.9
7162,2922,66,1,405.08
7163,2922,1,2,496.92
7164,2922,100,2,973.81
7165,2922,91,2,314.78
7166,2923,86,1,41337.78
7167,2923,34,1,792.05
7168,2923,21,2,1135.71
7169,2924,46,2,367.16
7170,2924,4,1,373.5
7171,2924,96,2,376.94
7172,2924,5,2,175.46
7173,2925,5,2,175.46
7174,2925,60,2,172.02
7175,2925,1,1,468.12
7176,2926,28,1,351.21
7177,2926,97,2,305.32
7178,2927,71,1,436.8
7179,2928,19,1,247.33
7180,2929,60,1,191.86
7181,2929,21,2,1069.87
7182,2929,18,2,286.14
7183,2929,77,2,222.52
7184,2930,18,2,303.75
7185,2930,20,1,15928.18
7186,2931,7,2,204.27
7187,2931,20,1,17082.4
7188,2931,68,1,9547.06
7189,2932,68,1,9547.06
7190,2932,97,2,294.26
7191,2932,61,1,230.97
7192,2933,5,2,168.71
7193,2933,71,1,421.74
7194,2933,31,1,239.16
7195,2933,81,1,434.76
7196,2934,100,2,891.07
7197,2935,3,1,212.56
7198,2935,86,2,37825.42
7199,2935,64,2,413.2
7200,2936,18,2,275.14
7201,2936,20,2,16159.02
7202,2937,8,1,255.54
7203,2938,91,1,285.12
7204,2938,88,2,32925.28
7205,2938,61,2,218.48
7206,2939,10,1,238.22
7207,2940,9,1,601.52
7208,2941,86,1,39986.88
7209,2941,28,1,338.49
7210,2942,97,1,294.26
7211,2942,77,1,227.12
7212,2942,1,2,478.92
7213,2943,31,2,239.16
7214,2943,4,1,359.14
7215,2944,3,1,212.56
7216,2944,61,1,218.48
7217,2944,97,1,276.56
7218,2944,4,1,402.23
7219,2945,66,1,370.66
7220,2946,49,1,454.49
7221,2946,45,2,66.75
7222,2946,92,2,28788.67
7223,2947,64,2,413.2
7224,2947,7,2,191.99
7225,2947,97,1,276.56
7226,2947,86,1,37825.42
7227,2948,46,2,395.4
7228,2949,68,1,8972.8
7229,2950,66,2,391.84
7230,2950,3,2,226.17
7231,2950,81,1,462.59
7232,2951,3,1,212.56
7233,2952,7,2,191.99
7234,2953,19,1,252.44
7235,2953,49,2,454.49
7236,2953,88,1,35032.49
7237,2953,20,1,17082.4
7238,2954,60,2,195.83
7239,2954,71,1,445.84
7240,2954,91,1,303.37
7241,2955,71,2,421.74
7242,2955,88,1,32925.28
7243,2955,45,2,62.74
7244,2955,20,1,16159.02
7245,2956,45,2,62.74
7246,2956,60,2,185.25
7247,2957,20,2,17082.4
7248,2957,60,2,195.83
7249,2957,5,2,179.51
7250,2958,21,1,1094.56
7251,2958,46,2,418.0
7252,2958,71,1,445.84
7253,2959,66,2,370.66
7254,2959,91,1,285.12
7255,2959,20,2,16159.02
7256,2959,9,2,601.52
7257,2960,1,1,478.92
7258,2961,21,1,1028.72
7259,2961,49,2,427.15
7260,2962,67,1,345.7
7261,2962,4,1,425.22
7262,2963,67,2,327.01
7263,2963,100,1,891.07
7264,2964,66,2,391.84
7265,2965,7,2,191.99
7266,2965,9,1,601.52
7267,2965,98,2,383.7
7268,2966,88,1,35032.49
7269,2966,97,1,294.26
7270,2966,67,1,345.7
7271,2966,46,1,418.0
7272,2967,4,2,402.23
7273,2968,98,2,408.26
7274,2968,91,1,303.37
