sale_date,product_id,product_name,category,quantity_sold,price_per_item,base_cost_per_item,total_amount,payment_method,customer_name,sale_channel
2023-06-10T18:19:03.171307,55,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",Computers & Accessories,2,269.37,176.06,538.74,UPI,Counter Customer,POS (Offline)
2023-06-10T18:19:03.171307,89,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Dat",Computers & Accessories,1,271.93,177.73,271.93,UPI,Counter Customer,POS (Offline)
2023-06-10T18:47:49.171307,55,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",Computers & Accessories,1,269.37,176.06,269.37,UPI,Counter Customer,POS (Offline)
2023-06-10T18:47:49.171307,38,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",Computers & Accessories,1,274.11,179.16,274.11,UPI,Counter Customer,POS (Offline)
2023-06-10T18:47:49.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,1,1259.16,822.98,1259.16,UPI,Counter Customer,POS (Offline)
2023-06-10T18:59:54.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,1,1293.07,937.01,1293.07,UPI,Counter Customer,POS (Offline)
2023-06-10T19:46:16.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,2,1293.07,937.01,2586.14,Card,Counter Customer,POS (Offline)
2023-06-10T19:46:16.171307,90,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad ",Computers & Accessories,1,878.83,574.4,878.83,Card,Counter Customer,POS (Offline)
2023-06-10T19:46:16.171307,38,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",Computers & Accessories,1,274.11,179.16,274.11,Card,Counter Customer,POS (Offline)
2023-06-10T20:44:00.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,1,165.59,119.99,165.59,UPI,Counter Customer,POS (Offline)
2023-06-10T20:51:21.171307,38,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",Computers & Accessories,2,274.11,179.16,548.22,UPI,Counter Customer,POS (Offline)
2023-06-10T21:43:25.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,365.37,264.76,730.74,Card,Walk-in Guest 97,POS (Offline)
2023-06-11T09:04:14.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,2,436.8,301.24,873.6,UPI,Walk-in Guest 79,POS (Offline)
2023-06-11T09:04:14.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,1,31386.15,21645.62,31386.15,UPI,Walk-in Guest 79,POS (Offline)
2023-06-11T09:04:14.171307,89,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Dat",Computers & Accessories,1,257.71,177.73,257.71,UPI,Walk-in Guest 79,POS (Offline)
2023-06-11T09:07:53.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,2,1218.11,937.01,2436.22,Card,Walk-in Guest 84,POS (Offline)
2023-06-11T09:07:53.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,1,31386.15,21645.62,31386.15,Card,Walk-in Guest 84,POS (Offline)
2023-06-11T09:07:53.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,2,155.99,119.99,311.98,Card,Walk-in Guest 84,POS (Offline)
2023-06-11T09:07:53.171307,81,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",Computers & Accessories,1,452.15,347.81,452.15,Card,Walk-in Guest 84,POS (Offline)
2023-06-11T09:24:39.171307,100,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,Computers & Accessories,2,827.42,636.48,1654.84,Card,Counter Customer,POS (Offline)
2023-06-11T09:24:39.171307,2,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, ",Computers & Accessories,2,226.66,174.35,453.32,Card,Counter Customer,POS (Offline)
2023-06-11T09:24:39.171307,80,Firestick Remote,Electronics,2,1636.88,1259.14,3273.76,Card,Counter Customer,POS (Offline)
2023-06-11T10:52:56.171307,25,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Electronics,1,13010.84,10008.34,13010.84,UPI,Walk-in Guest 29,POS (Offline)
2023-06-11T11:16:28.171307,53,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",Computers & Accessories,1,882.53,678.87,882.53,UPI,Counter Customer,POS (Offline)
2023-06-11T11:48:14.171307,53,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",Computers & Accessories,2,882.53,678.87,1765.06,Cash,Counter Customer,POS (Offline)
2023-06-11T11:57:22.171307,80,Firestick Remote,Electronics,1,1636.88,1259.14,1636.88,Cash,Walk-in Guest 66,POS (Offline)
2023-06-11T11:57:22.171307,81,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",Computers & Accessories,1,452.15,347.81,452.15,Cash,Walk-in Guest 66,POS (Offline)
2023-06-11T11:57:22.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,2,155.99,119.99,311.98,Cash,Walk-in Guest 66,POS (Offline)
2023-06-11T11:57:22.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,1,254.42,195.71,254.42,Cash,Walk-in Guest 66,POS (Offline)
2023-06-11T12:10:19.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,1,1193.32,822.98,1193.32,UPI,Counter Customer,POS (Offline)
2023-06-11T12:10:19.171307,87,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,1,31086.93,23913.02,31086.93,UPI,Counter Customer,POS (Offline)
2023-06-11T12:10:19.171307,25,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Electronics,1,13010.84,10008.34,13010.84,UPI,Counter Customer,POS (Offline)
2023-06-11T12:32:09.171307,2,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, ",Computers & Accessories,1,226.66,174.35,226.66,UPI/Card (Online),Online Customer 923,Online E-commerce
2023-06-11T12:32:09.171307,7,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",Computers & Accessories,2,199.67,153.59,399.34,UPI/Card (Online),Online Customer 923,Online E-commerce
2023-06-11T12:32:09.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,1,31386.15,21645.62,31386.15,UPI/Card (Online),Online Customer 923,Online E-commerce
2023-06-11T12:32:09.171307,80,Firestick Remote,Electronics,2,1636.88,1259.14,3273.76,UPI/Card (Online),Online Customer 923,Online E-commerce
2023-06-11T13:08:44.171307,36,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",Computers & Accessories,1,114.56,88.12,114.56,Cash,Counter Customer,POS (Offline)
2023-06-11T13:08:44.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,1,1218.11,937.01,1218.11,Cash,Counter Customer,POS (Offline)
2023-06-11T13:08:44.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,1,391.61,301.24,391.61,Cash,Counter Customer,POS (Offline)
2023-06-11T13:08:44.171307,90,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad ",Computers & Accessories,2,832.88,574.4,1665.76,Cash,Counter Customer,POS (Offline)
2023-06-11T15:41:25.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,1,16203.47,12464.21,16203.47,Card,Counter Customer,POS (Offline)
2023-06-11T17:31:17.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,1,17200.61,12464.21,17200.61,UPI/Card (Online),Online Customer 956,Online E-commerce
2023-06-11T17:31:17.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,1,270.08,195.71,270.08,UPI/Card (Online),Online Customer 956,Online E-commerce
2023-06-11T17:31:17.171307,36,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",Computers & Accessories,2,121.61,88.12,243.22,UPI/Card (Online),Online Customer 956,Online E-commerce
2023-06-11T17:33:53.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,1,15928.18,11542.16,15928.18,Card,Counter Customer,POS (Offline)
2023-06-11T17:33:53.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,1,17200.61,12464.21,17200.61,Card,Counter Customer,POS (Offline)
2023-06-11T17:33:53.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,365.37,264.76,730.74,Card,Counter Customer,POS (Offline)
2023-06-11T18:09:23.171307,64,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,1,451.56,295.14,451.56,UPI/Card (Online),Online Customer 106,Online E-commerce
2023-06-11T19:29:12.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,2,460.9,301.24,921.8,UPI,Walk-in Guest 30,POS (Offline)
2023-06-11T19:29:12.171307,2,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, ",Computers & Accessories,1,240.6,174.35,240.6,UPI,Walk-in Guest 30,POS (Offline)
2023-06-11T19:29:12.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,1,165.59,119.99,165.59,UPI,Walk-in Guest 30,POS (Offline)
2023-06-11T19:29:12.171307,38,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",Computers & Accessories,1,274.11,179.16,274.11,UPI,Walk-in Guest 30,POS (Offline)
2023-06-11T20:03:51.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,1,15928.18,11542.16,15928.18,Card,Counter Customer,POS (Offline)
2023-06-11T20:03:51.171307,36,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",Computers & Accessories,2,121.61,88.12,243.22,Card,Counter Customer,POS (Offline)
2023-06-11T21:37:10.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,2,270.08,195.71,540.16,UPI,Counter Customer,POS (Offline)
2023-06-11T21:47:14.171307,25,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Electronics,1,13811.51,10008.34,13811.51,UPI,Counter Customer,POS (Offline)
2023-06-11T21:47:14.171307,38,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cabl",Computers & Accessories,2,274.11,179.16,548.22,UPI,Counter Customer,POS (Offline)
2023-06-11T21:47:14.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,2,460.9,301.24,921.8,UPI,Counter Customer,POS (Offline)
2023-06-11T21:50:47.171307,81,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",Computers & Accessories,2,479.98,347.81,959.96,UPI,Walk-in Guest 57,POS (Offline)
2023-06-11T21:50:47.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,1,237.29,171.95,237.29,UPI,Walk-in Guest 57,POS (Offline)
2023-06-11T21:50:47.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,1,460.9,301.24,460.9,UPI,Walk-in Guest 57,POS (Offline)
2023-06-12T10:13:31.171307,100,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,Computers & Accessories,2,795.6,636.48,1591.2,Cash,Counter Customer,POS (Offline)
2023-06-12T10:13:31.171307,55,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",Computers & Accessories,2,246.48,176.06,492.96,Cash,Counter Customer,POS (Offline)
2023-06-12T10:13:31.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,2,149.99,119.99,299.98,Cash,Counter Customer,POS (Offline)
2023-06-12T10:45:43.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,2,244.64,195.71,489.28,Cash,Walk-in Guest 97,POS (Offline)
2023-06-12T10:45:43.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,1,1152.17,822.98,1152.17,Cash,Walk-in Guest 97,POS (Offline)
2023-06-12T10:45:43.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,330.95,264.76,661.9,Cash,Walk-in Guest 97,POS (Offline)
2023-06-12T10:45:43.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,2,240.73,171.95,481.46,Cash,Walk-in Guest 97,POS (Offline)
2023-06-12T10:57:08.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,2,15580.26,12464.21,31160.52,UPI/Card (Online),Online Customer 523,Online E-commerce
2023-06-12T10:57:08.171307,16,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,2,370.6,296.48,741.2,UPI/Card (Online),Online Customer 523,Online E-commerce
2023-06-12T10:57:08.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,1,330.95,264.76,330.95,UPI/Card (Online),Online Customer 523,Online E-commerce
2023-06-12T12:08:08.171307,87,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,2,29891.28,23913.02,59782.56,Cash,Walk-in Guest 20,POS (Offline)
2023-06-12T12:08:08.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,1,15580.26,12464.21,15580.26,Cash,Walk-in Guest 20,POS (Offline)
2023-06-12T12:08:08.171307,36,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",Computers & Accessories,2,110.15,88.12,220.3,Cash,Walk-in Guest 20,POS (Offline)
2023-06-12T12:08:08.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,1,149.99,119.99,149.99,Cash,Walk-in Guest 20,POS (Offline)
2023-06-12T16:10:13.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,1,214.94,171.95,214.94,Cash,Counter Customer,POS (Offline)
2023-06-12T17:39:42.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,1,352.13,264.76,352.13,UPI/Card (Online),Online Customer 688,Online E-commerce
2023-06-12T17:39:42.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,1,159.59,119.99,159.59,UPI/Card (Online),Online Customer 688,Online E-commerce
2023-06-12T17:39:42.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,1,15351.07,11542.16,15351.07,UPI/Card (Online),Online Customer 688,Online E-commerce
2023-06-12T19:11:59.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,1,32035.52,21645.62,32035.52,UPI/Card (Online),Online Customer 751,Online E-commerce
2023-06-12T19:11:59.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,1,445.84,301.24,445.84,UPI/Card (Online),Online Customer 751,Online E-commerce
2023-06-12T19:31:20.171307,7,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",Computers & Accessories,1,204.27,153.59,204.27,Card,Counter Customer,POS (Offline)
2023-06-12T19:31:20.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,2,260.29,195.71,520.58,Card,Counter Customer,POS (Offline)
2023-06-12T19:31:20.171307,87,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,2,31804.32,23913.02,63608.64,Card,Counter Customer,POS (Offline)
2023-06-12T19:31:20.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,1,32035.52,21645.62,32035.52,Card,Counter Customer,POS (Offline)
2023-06-12T20:30:33.171307,89,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Dat",Computers & Accessories,1,263.04,177.73,263.04,Cash,Counter Customer,POS (Offline)
2023-06-12T20:30:33.171307,53,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",Computers & Accessories,1,902.9,678.87,902.9,Cash,Counter Customer,POS (Offline)
2023-06-13T10:33:23.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,2,15580.26,12464.21,31160.52,Cash,Counter Customer,POS (Offline)
2023-06-13T10:33:23.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,330.95,264.76,661.9,Cash,Counter Customer,POS (Offline)
2023-06-13T10:33:23.171307,22,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,2,299.84,239.87,599.68,Cash,Counter Customer,POS (Offline)
2023-06-13T10:33:23.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,2,1311.81,937.01,2623.62,Cash,Counter Customer,POS (Offline)
2023-06-13T13:43:32.171307,25,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Electronics,2,12510.42,10008.34,25020.84,Cash,Walk-in Guest 57,POS (Offline)
2023-06-13T13:43:32.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,330.95,264.76,661.9,Cash,Walk-in Guest 57,POS (Offline)
2023-06-13T13:43:32.171307,53,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",Computers & Accessories,2,848.59,678.87,1697.18,Cash,Walk-in Guest 57,POS (Offline)
2023-06-13T13:43:32.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,1,421.74,301.24,421.74,Cash,Walk-in Guest 57,POS (Offline)
2023-06-13T14:05:37.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,1,240.73,171.95,240.73,UPI,Counter Customer,POS (Offline)
2023-06-13T14:05:37.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,330.95,264.76,661.9,UPI,Counter Customer,POS (Offline)
2023-06-13T14:05:37.171307,100,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,Computers & Accessories,1,891.07,636.48,891.07,UPI,Counter Customer,POS (Offline)
2023-06-13T14:05:37.171307,87,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,1,29891.28,23913.02,29891.28,UPI,Counter Customer,POS (Offline)
2023-06-13T16:54:18.171307,80,Firestick Remote,Electronics,1,1573.93,1259.14,1573.93,UPI,Counter Customer,POS (Offline)
2023-06-13T16:54:18.171307,53,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charg",Computers & Accessories,2,848.59,678.87,1697.18,UPI,Counter Customer,POS (Offline)
2023-06-13T17:19:06.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,1,352.13,264.76,352.13,Cash,Counter Customer,POS (Offline)
2023-06-13T17:19:06.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,2,16577.4,12464.21,33154.8,Cash,Counter Customer,POS (Offline)
2023-06-13T17:19:06.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,1,445.84,301.24,445.84,Cash,Counter Customer,POS (Offline)
2023-06-13T18:12:16.171307,7,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",Computers & Accessories,1,204.27,153.59,204.27,Cash,Counter Customer,POS (Offline)
2023-06-13T18:12:16.171307,64,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,2,436.81,295.14,873.62,Cash,Counter Customer,POS (Offline)
2023-06-13T18:12:16.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,2,352.13,264.76,704.26,Cash,Counter Customer,POS (Offline)
2023-06-13T19:49:13.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,1,445.84,301.24,445.84,Cash,Counter Customer,POS (Offline)
2023-06-13T20:23:19.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,2,32035.52,21645.62,64071.04,UPI,Counter Customer,POS (Offline)
2023-06-13T20:23:19.171307,55,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",Computers & Accessories,1,260.57,176.06,260.57,UPI,Counter Customer,POS (Offline)
2023-06-13T21:04:48.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,2,254.49,171.95,508.98,UPI,Walk-in Guest 12,POS (Offline)
2023-06-13T21:04:48.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,2,1218.01,822.98,2436.02,UPI,Walk-in Guest 12,POS (Offline)
2023-06-13T21:04:48.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,1,260.29,195.71,260.29,UPI,Walk-in Guest 12,POS (Offline)
2023-06-13T21:04:48.171307,36,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",Computers & Accessories,1,117.2,88.12,117.2,UPI,Walk-in Guest 12,POS (Offline)
2023-06-14T10:11:14.171307,22,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,2,299.84,239.87,599.68,UPI,Counter Customer,POS (Offline)
2023-06-14T10:11:14.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,1,1311.81,937.01,1311.81,UPI,Counter Customer,POS (Offline)
2023-06-14T12:48:46.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,1,1311.81,937.01,1311.81,UPI,Counter Customer,POS (Offline)
2023-06-14T12:48:46.171307,64,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,1,413.2,295.14,413.2,UPI,Counter Customer,POS (Offline)
2023-06-14T12:48:46.171307,16,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,2,370.6,296.48,741.2,UPI,Counter Customer,POS (Offline)
2023-06-14T12:49:40.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,1,16159.02,11542.16,16159.02,UPI,Counter Customer,POS (Offline)
2023-06-14T12:49:40.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,2,30303.87,21645.62,60607.74,UPI,Counter Customer,POS (Offline)
2023-06-14T12:49:40.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,1,1152.17,822.98,1152.17,UPI,Counter Customer,POS (Offline)
2023-06-14T12:51:26.171307,55,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",Computers & Accessories,2,246.48,176.06,492.96,Cash,Counter Customer,POS (Offline)
2023-06-14T14:54:51.171307,16,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,1,370.6,296.48,370.6,Cash,Counter Customer,POS (Offline)
2023-06-14T14:54:51.171307,7,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",Computers & Accessories,1,191.99,153.59,191.99,Cash,Counter Customer,POS (Offline)
2023-06-14T14:54:51.171307,66,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,1,330.95,264.76,330.95,Cash,Counter Customer,POS (Offline)
2023-06-14T14:54:51.171307,64,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,2,413.2,295.14,826.4,Cash,Counter Customer,POS (Offline)
2023-06-14T17:33:05.171307,99,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,2,1386.77,937.01,2773.54,UPI,Counter Customer,POS (Offline)
2023-06-14T17:33:05.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,1,17082.4,11542.16,17082.4,UPI,Counter Customer,POS (Offline)
2023-06-14T17:33:05.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,2,159.59,119.99,319.18,UPI,Counter Customer,POS (Offline)
